LATITUD_DESTINO,LONGITUD_DESTINO,MINUTOS_EN_ESTACION,TIEMPO_MOVILIZACION,USUARIO_ID,SERVICE_ID
3.44332180671126,-76.4839397169372,26,18,0,6138
3.44332180671126,-76.4839397169372,26,18,0,6135
3.44332180671126,-76.4839397169372,26,18,0,6138
3.44332180671126,-76.4839397169372,26,18,0,6137
3.44332180671126,-76.4839397169372,26,18,0,6138
3.44332180671126,-76.4839397169372,26,18,0,6135
3.44332180671126,-76.4839397169372,26,18,0,6138
3.44524469691041,-76.5148320438954,49,8,0,6135
3.44524469691041,-76.5148320438954,49,8,0,6137
3.44332180671126,-76.4839397169372,23,8,0,6135
3.41432646569837,-76.5482149554339,3,0,0,6137
3.41432646569837,-76.5482149554339,3,0,0,6137
3.44524469691041,-76.5148320438954,20,5,0,6135
3.44524469691041,-76.5148320438954,20,5,0,6137
3.44329493503902,-76.5261648326476,1,1,0,6135
3.44329493503902,-76.5261648326476,1,1,0,6135
3.44329493503902,-76.5261648326476,1,1,0,6135
3.44329493503902,-76.5261648326476,1,1,0,6135
3.44329493503902,-76.5261648326476,1,1,0,6135
3.44329493503902,-76.5261648326476,1,1,0,6135
3.44506799102323,-76.4875814710183,2,12,0,6138
3.43722520180155,-76.5174419856083,6,13,0,6137
3.43722520180155,-76.5174419856083,6,13,0,6135
3.44329493503902,-76.5261648326476,12,9,0,6135
3.44329493503902,-76.5261648326476,12,9,0,6137
3.44329493503902,-76.5261648326476,12,9,0,6135
3.44329493503902,-76.5261648326476,12,9,0,6137
3.44329493503902,-76.5261648326476,15,1,0,6135
3.44329493503902,-76.5261648326476,15,1,0,6137
3.44329493503902,-76.5261648326476,15,1,0,6135
3.44524469691041,-76.5148320438954,9,8,0,6135
3.44524469691041,-76.5148320438954,9,8,0,6137
3.44402100008543,-76.5209314646704,13,3,0,6137
3.44402100008543,-76.5209314646704,13,3,0,6135
3.44402100008543,-76.5209314646704,13,3,0,6137
3.44402100008543,-76.5209314646704,13,3,0,6135
3.4398103356365,-76.522518369508,18,3,0,6135
3.4398103356365,-76.522518369508,18,3,0,6137
3.4398103356365,-76.522518369508,18,3,0,6135
3.4398103356365,-76.522518369508,18,3,0,6137
3.44506799102323,-76.4875814710183,35,12,0,6135
3.44506799102323,-76.4875814710183,35,12,0,6137
3.44506799102323,-76.4875814710183,35,12,0,6135
3.44506799102323,-76.4875814710183,35,12,0,6137
3.44524469691041,-76.5148320438954,4,8,0,6137
3.44524469691041,-76.5148320438954,4,8,0,6135
3.44524469691041,-76.5148320438954,4,8,0,6137
3.44524469691041,-76.5148320438954,4,8,0,6135
3.4398103356365,-76.522518369508,10,5,0,6135
3.4398103356365,-76.522518369508,10,5,0,6137
3.4398103356365,-76.522518369508,10,5,0,6135
3.4398103356365,-76.522518369508,10,5,0,6137
3.44332180671126,-76.4839397169372,3,0,0,6137
3.44332180671126,-76.4839397169372,3,0,0,6135
3.44506799102323,-76.4875814710183,4,7,0,6135
3.44506799102323,-76.4875814710183,4,7,0,6137
3.44506799102323,-76.4875814710183,4,7,0,6135
3.44506799102323,-76.4875814710183,4,7,0,6137
3.44524469691041,-76.5148320438954,18,5,0,6137
3.44524469691041,-76.5148320438954,18,5,0,6135
3.44506799102323,-76.4875814710183,13,5,0,6135
3.44506799102323,-76.4875814710183,13,5,0,6137
3.44506799102323,-76.4875814710183,13,5,0,6135
3.44506799102323,-76.4875814710183,13,5,0,6137
3.44332180671126,-76.4839397169372,13,20,0,6137
3.44332180671126,-76.4839397169372,13,20,0,6138
3.44332180671126,-76.4839397169372,13,20,0,6135
3.44332180671126,-76.4839397169372,13,20,0,6137
3.44332180671126,-76.4839397169372,13,20,0,6138
3.44332180671126,-76.4839397169372,13,20,0,6135
3.44402100008543,-76.5209314646704,7,2,0,6135
3.4398103356365,-76.522518369508,10,19,0,6137
3.4398103356365,-76.522518369508,10,19,0,6135
3.4398103356365,-76.522518369508,10,19,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44265715161853,-76.5281285653011,17,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6137
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6137
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6137
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6137
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6137
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44402100008543,-76.5209314646704,10,3,0,6135
3.44506799102323,-76.4875814710183,24,10,0,6137
3.44506799102323,-76.4875814710183,24,10,0,6135
3.44506799102323,-76.4875814710183,24,10,0,6137
3.44506799102323,-76.4875814710183,24,10,0,6135
3.44506799102323,-76.4875814710183,24,10,0,6137
3.44506799102323,-76.4875814710183,24,10,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,6,3,0,6135
3.44332180671126,-76.4839397169372,5,0,0,6135
3.44332180671126,-76.4839397169372,5,0,0,6138
3.44332180671126,-76.4839397169372,5,0,0,6137
3.44332180671126,-76.4839397169372,5,0,0,6135
3.44332180671126,-76.4839397169372,5,0,0,6138
3.44332180671126,-76.4839397169372,5,0,0,6137
3.44332180671126,-76.4839397169372,5,0,0,6135
3.44332180671126,-76.4839397169372,5,0,0,6138
3.44332180671126,-76.4839397169372,5,0,0,6137
3.44332180671126,-76.4839397169372,5,0,0,6135
3.44332180671126,-76.4839397169372,5,0,0,6138
3.44332180671126,-76.4839397169372,5,0,0,6137
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6137
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6137
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6137
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6135
3.44524469691041,-76.5148320438954,7,13,0,6137
3.44402100008543,-76.5209314646704,1,3,0,6135
3.44402100008543,-76.5209314646704,1,3,0,6135
3.44402100008543,-76.5209314646704,1,3,0,6135
3.44265715161853,-76.5281285653011,3,5,0,6138
3.44265715161853,-76.5281285653011,3,5,0,6135
3.44402100008543,-76.5209314646704,2,4,0,6135
3.44506799102323,-76.4875814710183,11,7,0,6135
3.44332180671126,-76.4839397169372,10,24,0,6137
3.44332180671126,-76.4839397169372,10,24,0,6135
3.44332180671126,-76.4839397169372,10,24,0,6135
3.44332180671126,-76.4839397169372,10,24,0,6137
3.44332180671126,-76.4839397169372,10,24,0,6135
3.44506799102323,-76.4875814710183,14,17,0,6135
3.44506799102323,-76.4875814710183,14,17,0,6137
3.44506799102323,-76.4875814710183,14,17,0,6135
3.44506799102323,-76.4875814710183,14,17,0,6137
3.44506799102323,-76.4875814710183,14,17,0,6135
3.44506799102323,-76.4875814710183,14,17,0,6137
3.44506799102323,-76.4875814710183,14,17,0,6135
3.44506799102323,-76.4875814710183,14,17,0,6137
3.44506799102323,-76.4875814710183,14,17,0,6135
3.44506799102323,-76.4875814710183,14,17,0,6137
3.45384637947355,-76.5298314123795,8,13,0,6137
3.45384637947355,-76.5298314123795,8,13,0,6137
3.46007158443676,-76.52274089766,1,4,0,6137
3.46897954579485,-76.5111591241609,6,2,0,6137
3.46897954579485,-76.5111591241609,6,2,0,6135
3.44801119892302,-76.5299371464294,18,11,0,6137
3.44801119892302,-76.5299371464294,18,11,0,6135
3.44801119892302,-76.5299371464294,18,11,0,6137
3.44801119892302,-76.5299371464294,18,11,0,6135
3.44845956177583,-76.5277138083573,8,12,0,6135
3.46276044783613,-76.5175334849096,1,4,0,6137
3.45297491831844,-76.5313634424706,36,19,0,6135
3.44524469691041,-76.5148320438954,6,11,0,6137
3.44524469691041,-76.5148320438954,6,11,0,6135
3.44506799102323,-76.4875814710183,15,8,0,6135
3.44506799102323,-76.4875814710183,15,8,0,6137
3.44506799102323,-76.4875814710183,15,8,0,6135
3.44506799102323,-76.4875814710183,15,8,0,6137
3.44265715161853,-76.5281285653011,9,5,0,6135
3.44265715161853,-76.5281285653011,9,5,0,6135
3.44265715161853,-76.5281285653011,9,5,0,6135
3.44265715161853,-76.5281285653011,9,5,0,6135
3.44265715161853,-76.5281285653011,9,5,0,6135
3.43722520180155,-76.5174419856083,8,5,0,6135
3.43722520180155,-76.5174419856083,8,5,0,6137
3.43722520180155,-76.5174419856083,8,5,0,6135
3.43722520180155,-76.5174419856083,8,5,0,6137
3.43722520180155,-76.5174419856083,8,5,0,6135
3.43722520180155,-76.5174419856083,8,5,0,6137
3.43722520180155,-76.5174419856083,8,5,0,6135
3.43722520180155,-76.5174419856083,8,5,0,6137
3.43722520180155,-76.5174419856083,8,5,0,6135
3.43722520180155,-76.5174419856083,8,5,0,6137
3.4398103356365,-76.522518369508,10,2,0,6137
3.4398103356365,-76.522518369508,10,2,0,6135
3.4398103356365,-76.522518369508,10,2,0,6135
3.4398103356365,-76.522518369508,10,2,0,6135
3.4398103356365,-76.522518369508,10,2,0,6137
3.4398103356365,-76.522518369508,10,2,0,6135
3.4398103356365,-76.522518369508,10,2,0,6135
3.4398103356365,-76.522518369508,10,2,0,6135
3.44506799102323,-76.4875814710183,2,20,0,6135
3.44506799102323,-76.4875814710183,2,20,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6138
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6138
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6138
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6138
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6138
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6137
3.44332180671126,-76.4839397169372,41,9,0,6138
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44332180671126,-76.4839397169372,41,9,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.44506799102323,-76.4875814710183,25,7,0,6135
3.4398103356365,-76.522518369508,9,10,0,6135
3.4398103356365,-76.522518369508,9,10,0,6137
3.4398103356365,-76.522518369508,9,10,0,6138
3.44265715161853,-76.5281285653011,11,5,0,6135
3.44265715161853,-76.5281285653011,11,5,0,6135
3.44265715161853,-76.5281285653011,11,5,0,6135
3.42637638040041,-76.5008350884899,55,5,0,6135
3.42637638040041,-76.5008350884899,55,5,0,6135
3.42637638040041,-76.5008350884899,55,5,0,6135
3.42637638040041,-76.5008350884899,55,5,0,6135
3.44265715161853,-76.5281285653011,7,21,0,6135
3.44265715161853,-76.5281285653011,7,21,0,6135
3.44265715161853,-76.5281285653011,7,21,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6137
3.44524469691041,-76.5148320438954,6,4,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6137
3.44524469691041,-76.5148320438954,6,4,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6135
3.44524469691041,-76.5148320438954,6,4,0,6137
3.44524469691041,-76.5148320438954,12,15,0,6135
3.44524469691041,-76.5148320438954,12,15,0,6137
3.44332180671126,-76.4839397169372,26,18,0,6137
3.44332180671126,-76.4839397169372,26,18,0,6137
3.44506799102323,-76.4875814710183,3,4,0,6137
3.44402100008543,-76.5209314646704,10,4,0,6135
3.44332180671126,-76.4839397169372,44,11,0,6135
3.44432952204878,-76.5289995551612,1,18,0,6137
3.42637638040041,-76.5008350884899,10,11,0,6137
3.44524469691041,-76.5148320438954,38,10,0,6137
3.44524469691041,-76.5148320438954,38,10,0,6135
3.44524469691041,-76.5148320438954,74,5,0,6135
3.44524469691041,-76.5148320438954,74,5,0,6137
3.39847770030099,-76.5464255771778,9,10,0,6135
3.39847770030099,-76.5464255771778,9,10,0,6138
3.39847770030099,-76.5464255771778,9,10,0,6137
3.41840956522489,-76.5482712818292,8,3,0,6138
3.41840956522489,-76.5482712818292,8,3,0,6137
3.41840956522489,-76.5482712818292,8,3,0,6135
3.36714761458388,-76.52949647924,21,20,0,6135
3.36714761458388,-76.52949647924,21,20,0,6135
3.36714761458388,-76.52949647924,21,20,0,6138
3.36714761458388,-76.52949647924,21,20,0,6135
3.36714761458388,-76.52949647924,21,20,0,6135
3.36714761458388,-76.52949647924,21,20,0,6135
3.36714761458388,-76.52949647924,21,20,0,6138
3.36714761458388,-76.52949647924,21,20,0,6137
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6135
3.39847770030099,-76.5464255771778,27,14,0,6138
3.39847770030099,-76.5464255771778,27,14,0,6135
3.44329493503902,-76.5261648326476,2,10,0,6137
3.44332180671126,-76.4839397169372,55,20,0,6135
3.44332180671126,-76.4839397169372,55,20,0,6135
3.44524469691041,-76.5148320438954,14,5,0,6135
3.44402100008543,-76.5209314646704,22,3,0,6137
3.44845956177583,-76.5277138083573,24,6,0,6137
3.45384637947355,-76.5298314123795,8,6,0,6137
3.45297491831844,-76.5313634424706,11,3,0,6135
3.45297491831844,-76.5313634424706,11,3,0,6137
3.44332180671126,-76.4839397169372,39,20,0,6135
3.44332180671126,-76.4839397169372,39,20,0,6137
3.44329493503902,-76.5261648326476,12,8,0,6135
3.44329493503902,-76.5261648326476,12,8,0,6137
3.44801119892302,-76.5299371464294,24,9,0,6143
3.45297491831844,-76.5313634424706,8,6,0,6137
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6137
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45297491831844,-76.5313634424706,8,6,0,6135
3.45241065631123,-76.5312831579744,5,3,0,6135
3.45241065631123,-76.5312831579744,5,3,0,6138
3.45241065631123,-76.5312831579744,5,3,0,6135
3.45241065631123,-76.5312831579744,5,3,0,6138
3.45241065631123,-76.5312831579744,5,3,0,6135
3.45241065631123,-76.5312831579744,5,3,0,6138
3.45241065631123,-76.5312831579744,5,3,0,6135
3.45241065631123,-76.5312831579744,5,3,0,6138
3.45241065631123,-76.5312831579744,5,3,0,6135
3.45241065631123,-76.5312831579744,5,3,0,6138
3.44845956177583,-76.5277138083573,14,12,0,6135
3.45297491831844,-76.5313634424706,63,8,0,6135
3.42637638040041,-76.5008350884899,16,12,0,6135
3.42637638040041,-76.5008350884899,13,22,0,6135
3.44506799102323,-76.4875814710183,2,3,0,6137
3.44506799102323,-76.4875814710183,2,3,0,6138
3.44845956177583,-76.5277138083573,17,3,0,6135
3.44845956177583,-76.5277138083573,17,3,0,6137
3.44845956177583,-76.5277138083573,18,17,0,6135
3.44845956177583,-76.5277138083573,18,17,0,6137
3.44845956177583,-76.5277138083573,18,17,0,6135
3.44402100008543,-76.5209314646704,64,4,0,6135
3.44402100008543,-76.5209314646704,64,4,0,6137
3.44845956177583,-76.5277138083573,51,14,0,6137
3.44845956177583,-76.5277138083573,51,14,0,6137
3.45384637947355,-76.5298314123795,10,4,0,6135
3.45384637947355,-76.5298314123795,10,4,0,6137
3.48890402204464,-76.5078521568375,44,15,0,8369
3.48890402204464,-76.5078521568375,44,15,0,8369
3.45384637947355,-76.5298314123795,63,5,0,6137
3.48890402204464,-76.5078521568375,19,12,0,8373
3.46897954579485,-76.5111591241609,75,12,0,6137
3.46897954579485,-76.5111591241609,75,12,0,6135
3.45241065631123,-76.5312831579744,14,12,0,6137
3.45241065631123,-76.5312831579744,14,12,0,6135
3.45241065631123,-76.5312831579744,14,12,0,6138
3.45241065631123,-76.5312831579744,14,12,0,6137
3.45241065631123,-76.5312831579744,14,12,0,6135
3.45241065631123,-76.5312831579744,14,12,0,6138
3.44845956177583,-76.5277138083573,33,8,0,6135
3.44845956177583,-76.5277138083573,33,8,0,6135
3.44845956177583,-76.5277138083573,33,8,0,6135
3.45297491831844,-76.5313634424706,6,4,0,6135
3.45297491831844,-76.5313634424706,43,6,0,6135
3.45384637947355,-76.5298314123795,10,4,0,6135
3.45297491831844,-76.5313634424706,20,5,0,6137
3.45297491831844,-76.5313634424706,20,5,0,6135
3.45241065631123,-76.5312831579744,48,15,0,6135
3.45241065631123,-76.5312831579744,48,15,0,6137
3.46897954579485,-76.5111591241609,104,9,0,6138
3.46897954579485,-76.5111591241609,104,9,0,6137
3.39847770030099,-76.5464255771778,43,14,0,6135
3.39847770030099,-76.5464255771778,43,14,0,6137
3.39847770030099,-76.5464255771778,14,6,0,6135
3.39847770030099,-76.5464255771778,14,6,0,6137
3.41432646569837,-76.5482149554339,12,2,0,6137
3.41432646569837,-76.5482149554339,12,2,0,6135
3.37095244638537,-76.5369932534761,25,13,0,6135
3.37095244638537,-76.5369932534761,25,13,0,6137
3.37095244638537,-76.5369932534761,25,13,0,6137
3.37095244638537,-76.5369932534761,25,13,0,6135
3.37095244638537,-76.5369932534761,25,13,0,6137
3.37095244638537,-76.5369932534761,25,13,0,6137
3.36714761458388,-76.52949647924,17,4,0,6135
3.36714761458388,-76.52949647924,17,4,0,6138
3.36714761458388,-76.52949647924,17,4,0,6135
3.36714761458388,-76.52949647924,17,4,0,6138
3.36714761458388,-76.52949647924,17,4,0,6135
3.36714761458388,-76.52949647924,17,4,0,6138
3.41432646569837,-76.5482149554339,3,2,0,6135
3.41432646569837,-76.5482149554339,3,2,0,6135
3.41840956522489,-76.5482712818292,6,3,0,6135
3.41840956522489,-76.5482712818292,6,3,0,6135
3.41840956522489,-76.5482712818292,6,3,0,6135
3.43136028767383,-76.5433749225134,8,8,0,6135
3.43136028767383,-76.5433749225134,8,8,0,6135
3.43136028767383,-76.5433749225134,8,8,0,6135
3.39847770030099,-76.5464255771778,9,15,0,6135
3.39847770030099,-76.5464255771778,9,15,0,6135
3.39847770030099,-76.5464255771778,9,15,0,6135
3.39847770030099,-76.5464255771778,9,15,0,6135
3.39847770030099,-76.5464255771778,9,15,0,6135
3.39847770030099,-76.5464255771778,9,15,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6138
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6137
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6138
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6137
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
3.36714761458388,-76.52949647924,31,16,0,6135
